movie_title,genres,director_name,actor_1,actor_2,actor_3
Karobaar: The Business of Love,"Drama, Romance",Rakesh Roshan,Juhi Chawla,Anil Kapoor,Rishi Kapoor
Karodpati,,Hemchandra Chunder,Sardar Akhtar,Durgadas Bannerjee,Devbala
Karodpati,,Radhakrishan,Shashikala,K.N. Singh,
Kartavya,"Action, Drama, Thriller",Raj Kanwar,Sanjay Kapoor,Juhi Chawla,Moushumi Chatterjee
Kartavya,"Action, Drama",Mohan Segal,Dharmendra,Rekha,Nirupa Roy
Kartavya: Lion on Duty,Action,Ramya Krishnan,Prakash Raj,Sakshi Shivanand,Vijayakanth
Karthik Calling Karthik,"Drama, Mystery, Romance",Vijay Lalwani,Farhan Akhtar,Deepika Padukone,Ram Kapoor
Kartoos,"Action, Thriller",Mahesh Bhatt,Sanjay Dutt,Jackie Shroff,Manisha Koirala
Kartoot,Romance,Dayanand,Tom Alter,Vijay Arora,Vijayendra Ghatge
Kartooz,"Action, Adventure",Panna Hossain,Faruque Azam,Anindita Chatterjee,Sumita Chatterjee
Karuna,Family,Ramavtar Tyagi,Uttar Kumar,Raju Maan,Megha Mehar
Karunamayudu,"Biography, Drama, Family",A. Bhimsingh,Christopher Coelho,Chandramohan,Rajasulochana
Karunamoyee,Drama,Robin Banerjee,Biswajit Chatterjee,Shamita Ghosh,Bipin Gupta
Karwa Chouth,"Drama, Fantasy",Ram Lal Hans,Agha,Master Bhagwan,Jagdev Bhambri
Karwaan,"Adventure, Comedy, Drama",Akarsh Khurana,Irrfan Khan,Dulquer Salmaan,Mithila Palkar
Karwane Husn,Drama,Chaudhri M. Raffi,Zohra,Nurjahan,Shahzadi
Karwat,,Prakash,B.R. Chopra,Jeevan,Leela Mishra
Karwat,Action,Anil Ganguly,Mithun Chakraborty,Bindiya Goswami,Sujit Kumar
Karz,"Action, Musical, Romance",Subhash Ghai,Rishi Kapoor,Tina Ambani,Simi Garewal
Karz Chukana Hai,Drama,Vimal Kumar,Govinda,Juhi Chawla,Raj Kiran
Karz: The Burden of Truth,"Action, Crime, Drama",Harry Baweja,Sunny Deol,Sunil Shetty,Shilpa Shetty Kundra
Karzzzz,"Action, Drama, Musical",Satish Kaushik,Himesh Reshammiya,Urmila Matondkar,Shweta Kumar
Kasaai,Drama,Gajendra Shanker Shrotriya,Raman Atre,Ashok Banthia,Amit Bimrot
Kasak,"Drama, Romance",K. Bapaiah,Aparajita,Asrani,Laxmikant Berde
Kasak,Drama,Rajiv Babbar,Lucky Ali,Meera,Puneet Issar
Kasam,"Action, Drama, Romance",Umesh Mehra,Master Bunty,Sudhir Dalvi,Ketki Dave
Kasam,"Action, Drama",Shibu Mitra,Naseeruddin Shah,Sunny Deol,Chunky Panday
Kasam,"Action, Crime, Thriller",Ramesh Bedi,Satish Kaul,Radha Saluja,Laxmi Chhaya
Kasam,Drama,Nanabhai Bhatt,,,
Kasam Bhawani Ki,Action,Chand,M. Maroof,Yogeeta Bali,Vijayendra Ghatge
Kasam Dhande Ki,"Action, Comedy, Crime",Gautam Bhatia,Master Bhagwan,Suresh Bhai,Birbal
Kasam Durga Ki,Drama,Joginder Shelly,Vijay Arora,Sona Mastan Mirza,Raza Murad
Kasam Jhoot KI,Romance,N. Sinha,Aruna Irani,Satyendra Kapoor,Krishna
Kasam Kali Ki,Drama,Qamar Narvi,Mahesh Anand,Raj Babbar,Rita Bhaduri
Kasam Kanoon Ki,Action,Gautami,Disco Shanti,B. Thyagarajan,
Kasam Khoon Ki,"Action, Thriller",Ashok Roy,Jeetendra,Sulakshana Pandit,Asrani
Kasam Paida Karne Wale Ki,"Action, Drama",Babbar Subhash,Mithun Chakraborty,Smita Patil,Salma Agha
Kasam Suhag Ki,"Action, Crime, Drama",Mohan Segal,Dharmendra,Rekha,Suresh Oberoi
Kasam Tere Pyar Ki,Romance,S.S. Stanley,,,
Kasam Teri Kasam,"Drama, Romance",Raman Kumar,Krishan Kumar,Kanchan,Kunickaa Sadanand
Kasam Vardee Ki,Action,Devayani,Sai Kumar,Satya Prakash,Rami Reddy
Kasam Vardi Kee,"Action, Crime",Shibu Mitra,Jeetendra,Bhanupriya,Chunky Panday
Kasauti,"Drama, Romance",Aravind Sen,Hema Malini,Amitabh Bachchan,Pran
Kasauti,,Ramchandra Thakur,Rose,Prahlad,Sunalini Devi
Kasba,Drama,Kumar Shahani,Navjot Hansra,K.K. Raina,Manohar Singh
Kash... Aap Hamare Hote,"Family, Musical, Romance",Ravindra Peepat,Juhi Babbar,Sonu Nigam,Om Puri
Kashmakash,"Action, Family, Mystery",Feroz Chinoy,Feroz Khan,Rekha,Shatrughan Sinha
Kashmeera,,Nandlal Jaswantlal,Madhuri,Maruti Rao,Shantakumari
Kashmir,Drama,Rajendranath Jolly,Veena,Nirupa Roy,Kuldip Kaur
Kashmir - The Final Resolution,War,Yuvraj Kumar,Yuvraj Kumar,Rippy Koul,Hritik Koul
Kashmir Daily,"Drama, Thriller",Hussein Khan,Zameer Ashai,Shahid Gulfam,Hussein Khan
Kashmir Ki Kali,"Comedy, Musical, Romance",Shakti Samanta,Shammi Kapoor,Sharmila Tagore,Pran
Kashmir Ki Kali,,Jagannath Dhar,Master Vithal,Kavita Devi,Mehrunissa
Kashmira,,Sukhdev Ahluwalia,Veena Kapoor,Monto,Rabia Nazki
Kashmoraa,Horror,Sarath Babu,Bhanupriya,Rajendra Prasad,
Kasme Vaade,"Action, Crime, Drama",Ramesh Behl,Rakhee Gulzar,Amitabh Bachchan,Randhir Kapoor
Kasoor,"Drama, Mystery, Thriller",Vikram Bhatt,Divya Dutta,Sucheta Paushe,Lisa Ray
Kastoori,Drama,Vinod Kamble,Samarth Sonawane,Shravan Upalakar,
Kastoori,Drama,,,,
Kasturi,,Vrajendra Gaur,Bipin Gupta,Helen,Nimmi
Kasturi,Drama,Bimal Dutta,Agha,Mithun Chakraborty,Arvind Deshpande
Kath Putli,"Drama, Family",Nitin Bose,Amiya Chakrabarty,Vyjayanthimala,Balraj Sahni
Katha,"Comedy, Drama",Sai Paranjape,Naseeruddin Shah,Farooq Shaikh,Deepti Naval
Katha,Drama,Khalid Mohamed,Mohd. Zeeshan Ayyub,Sharmiela Mandre,Manish Paul
Katha Madhopur Ki,,Prakash Jha,Sudhir Mishra,Sanjay Mukherjee,Lallan Prasad Thakur
Kathni Karni Ek Si,Documentary,Bhimsain,Himaanshu Khurana,,
Kathor,Drama,Karan Kashyap,Lalit Parimoo,Sheetal Dimri,Abhisek Pandey
Kathor,Drama,Karan Kashyap,Lalit Parimoo,Sheetal Dimri,Abhisek Pandey
Kathputli,"Drama, Romance",Brij,Jeetendra,Mumtaz,Helen
Kathputli,Documentary,Satyajit Halder,Abhijit Ray,Smritiparna Sengupta,Sagnik Bhattacharya
Kati Patang,"Drama, Family, Musical",Shakti Samanta,Rajesh Khanna,Asha Parekh,Prem Chopra
Katil Katar,,G.P. Pawar,Master Bhagwan,Bulbule,Lalita Pawar
Katil Kaun,"Crime, Mystery, Thriller",Amit Bose,Sameer Khan,Nanda,Reeta Bakshi
Katilon Ke Kaatil,"Action, Comedy, Drama",Anil Hingorani,Arjun Hingorani,Dharmendra,Rishi Kapoor
Katiyabaaz,"Documentary, Drama",Deepti Kakkar,Fahad Mustafa,Ritu Maheshwari,Loha Singh
Katputtli,Thriller,Sanjay Khanna,Milind Soman,Mink Singh,Sameer Dharmadhikari
Katt Katt Kad Kaddu,Comedy,Jayashree Kanal,Mohan Agashe,Kamal Chopra,
Katti Batti,"Comedy, Drama, Romance",Nikkhil Advani,Imran Khan,Kangana Ranaut,Suhaas Ahuja
Katto,Romance,Dinesh Chaudhary,Kavita Joshi,Rajender Kashyap,Uttar Kumar
Kaun Apna Kaun Paraya,"Drama, Family",Niranjan,Waheeda Rehman,Vijay Kumar,Johnny Walker
Kaun Apna Kaun Paraya,Drama,Desh Gautam,Bindu,Bob Christo,Satyendra Kapoor
Kaun Hai Jo Sapno Mein Aaya,Musical,Rajesh Bhatt,Richa Pallod,Anupam Kher,Kader Khan
Kaun Hain Woh,Mystery,Qamar Narvi,Javed Akbar,Babli,Master Bhagwan
Kaun Hamara,,Chaturbhuj Doshi,,,
Kaun Haqdaar,Mystery,Dinesh Chaudhary,Uttar Kumar,Baby Manju Sharma,Dev Sharma
Kaun Ho Tum,Thriller,Aruna Irani,Jagdeep,Sailesh Kumar,Sonia Sahni
Kaun Jeeta Kaun Haara,"Comedy, Drama",Rakesh Kumar,Tinnu Anand,Amitabh Bachchan,Bhavana Balsawar
Kaun Kare Kurbanie,"Action, Crime, Drama",Arjun Hingorani,Dharmendra,Govinda,Anita Raj
Kaun Karega Insaaf,Action,Rajendra R. Gupta,Shakti Kapoor,Raza Murad,Mushtaq Khan
Kaun Kisika,,Chimanlal Luhar,Khurshid Begum,,
Kaun Kitney Paani Mein,"Comedy, Drama, Family",Nila Madhab Panda,Kunal Kapoor,Radhika Apte,Saurabh Shukla
Kaun Kitney Pani Mein,"Action, Thriller",Shibu Mitra,Mahendra Sandhu,Brahmachari,Mohan Choti
Kaun Mera Kaun Tera,Comedy,R.P. Singh,Akash Gaharwar,Ehsan Khan,Mushtaq Khan
Kaun Pardesi,Adventure,J.U. Trivedi,Yashwant Dave,Mumtaz,Samson
Kaun Rokega Mujhe,"Action, Thriller",Kamal Raj Bhasin,Coca Cola,Sadashiv Amrapurkar,Asrani
Kaun Sachcha Kaun Jhootha,"Drama, Mystery, Thriller",Partho Ghosh,Rishi Kapoor,Sridevi,Suresh Oberoi
Kaun Sachha Kaun Jhoota,Thriller,Janakiram,Laxmi Chhaya,Helen,Jyothi Lakshmi
Kaun?,"Mystery, Thriller",Ram Gopal Varma,Urmila Matondkar,Manoj Bajpayee,Sushant Singh
Kaun? Kaisey?,Crime,Neelu Arora,Beena Bannerjee,Bina,Ardhendu Bose
Kaunn Con haii?,,Ashrit Wadhwa,Seema Biswas,Rajendra Chawla,Manish Wadhwa
Kaurav Pandav,Drama,Sadhana Khote,Arvind Pandya,Prem Sagar,M.B. Shetty
Kavi,Romance,Debaki Bose,Bharat Bhushan,Geeta Bali,Nalini Jaywant
Kavi Kalidas,"Drama, Musical",S.N. Tripathi,Bharat Bhushan,Nirupa Roy,Anita Guha
Kavi Sammelan,Drama,Kedar Sharma,Om Prakash,Radheshyam,Kidar Nath Sharma
Kavita Oh My Love,Thriller,Papu Bahruz,Prithvi,Amit Chadda,Sapna Sappu
Kawadse,Drama,Makarand Anaspure,Dilip Prabhavalkar,Amruta Subhash,
Kay Sera Sera,Action,Sushant Sudhakaran,Vipul Chanda,Sushant Sudhakaran,
Kaya Palat,"Comedy, Fantasy",Satyen Bose,Suresh Chatwal,Anoop Kumar,Ashok Kumar
Kaya Taran,Drama,Sashi Kumar,Seema Biswas,Angad Bedi,Neelambari Bhattacharya
Kayda Kanoon,"Action, Crime, Drama",Pradeep Maini,Akshay Kumar,Sudesh Berry,Ashwini Bhave
Kazaki,Drama,Hiralal,Shivraj Kiron,Pradeep Kumar,Kumud Tripathi
Kedarnath,"Drama, Romance",Abhishek Kapoor,Sushant Singh Rajput,Sara Ali Khan,Nitish Bharadwaj
Keechak Vadha,,Yeshwant Pethkar,Chandrashekhar,Helen,Mukri
Keemat,Action,Ravikant Nagaich,Dharmendra,Rekha,Prem Chopra
Keemat,,Nazir Ajmeri,Nawab,,
Keemat: They Are Back,"Action, Comedy, Drama",Sameer Malkan,Akshay Kumar,Raveena Tandon,Saif Ali Khan
Keemti Aansoo,,Chandulal Shah,Gohar,Eddie Billimoria,Ishwarlal
Keemti Qurbani,,B. Narayan Rao,,,
Keep Safe Distance,"Action, Thriller",Raama Mehra,Vikas Anand,Shilpa Gandhi,Adi Irani
Kehdo Pyar Hain,Romance,Adarsh Jain,Rakesh Bedi,Bindiya Goswami,Jagdeep
Kehkashaa,Drama,Jayabrato Chatterjee,Victor Banerjee,Kitu Gidwani,Girish Karnad
Kehta Hai Yeh Dil,"Comedy, Drama",R.k. Sharma,Ranbeeir Kalsi,Sharvani Sahay,Elena Tuteja
Kehtaa Hai Dil Baar Baar,"Comedy, Drama, Romance",Rahul Dholakia,Paresh Rawal,Jimmy Sheirgill,Kim Sharma
Kerry on Kutton,Drama,Ashok Yadav,Bhavana Singh Chauhan,Satyajeet Dubey,Aradhana Jagota
Kesari,"Action, Drama, History",Anurag Singh,Akshay Kumar,Parineeti Chopra,Suvinder Vicky
Kevi Rite Jaish,"Comedy, Family",Abhishek Jain,Tom Alter,Abhinay Banker,Raju Barot
Key Club,Romance,Aqil Hashmi,Shobit Atrey,Mohit Bhaskar,Amrit Bhatia
Khaali Peeli,"Action, Comedy, Romance",Maqbool Khan,Ishaan Khattar,Ananya Panday,Jaideep Ahlawat
Khaan Dost,"Action, Crime, Drama",Dulal Guha,Raj Kapoor,Shatrughan Sinha,Mithu Mukherjee
Khabar,Drama,Alok Naagar,Shawar Ali,Priyanshu Chatterjee,Rahul Dev
Khabardar,Family,Rama Rao Tatineni,Amitabh Bachchan,Kamal Haasan,Jaya Prada
Khabees,Thriller,Sarim Momin,Tanishaa Mukerji,Siddhant Kapoor,Bharat Dabholkar
Khadtal,"Comedy, Drama, Family",Dinesh Chaudhary,Uttar Kumar,Megha Mehar,Dev Sharma
Khaibar,,Kedar Kapoor,Kamal Kapoor,Chaman Puri,Niranjan Sharma
Khaidi Inspector,Action,Maheshwari,Rambha,Suman,
Khajoor Pe Atke,Comedy,Harsh Chhaya,Vinay Pathak,Suneeta Sengupta,Alka Amin
Khajuraho: The Tale of Love,Thriller,Nitti Kumar,,,
Khak Ka Putia,,Alaknanda,,,
Khakaan,"Action, Drama, History",Aspi Irani,Dara Singh,Mumtaz,Master Bhagwan
Khakee,"Action, Crime, Drama",Rajkumar Santoshi,Amitabh Bachchan,Akshay Kumar,Ajay Devgn
Khal Nayak,"Action, Adventure, Crime",Subhash Ghai,Sanjay Dutt,Madhuri Dixit,Jackie Shroff
Khalifa,"Action, Crime, Drama",Prakash Mehra,Randhir Kapoor,Rekha,I.S. Johar
Khallas: The Beginning of End,"Crime, Drama, Romance",Sumeet Chawla,Nikita Anand,Sanjeev Dabholkar,Raj Hussein
Khallballi: Fun Unlimited,"Comedy, Thriller",Ajay Chandhok,Nikhil Dwivedi,Sada,Shruti Seth
Khalli Balli,"Comedy, Horror",Manoj Sharma,Kainaat Arora,Asrani,Mini Bansal
Khal-Naaikaa,"Crime, Drama, Thriller",Saawan Kumar Tak,Jeetendra,Jaya Prada,Anu Agrawal
Khalnayak,Action,Kishan Shah,Satnam Kaur,Kashish Khurana,Karishma
Khalnayakon Ka Khalnayak,Action,G.P. Singh,Deva Saab,Bindu Kamat,Dharmendra Rana
Khamiyaza: Journey of a Common Man,"Action, Drama",Deekshit Kaul,Heramb Tripathi,Piyali Munshi,Alok Chaturvedi
Khamosh,"Mystery, Thriller",Vidhu Vinod Chopra,Shabana Azmi,Amol Palekar,Naseeruddin Shah
Khamosh,Drama,Najam Naqvi,,,
Khamosh Adalat Jaari Hai,Drama,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
Khamosh Nigahen,,Moti B. Gidwani,Manorama,Pran,Zahoor Shah
Khamosh Sipahi,,Ram Kamlani,D.N. Madhok,Nigar Sultana,
Khamoshh... Khauff Ki Raat,"Mystery, Thriller",Deepak Tijori,Shilpa Shetty Kundra,Juhi Chawla,Shawar Ali
Khamoshi,"Drama, Romance",Asit Sen,Rajesh Khanna,Waheeda Rehman,Nasir Hussain
Khamoshi,,Leela Mishra,Ramola,,
Khamoshi,"Horror, Thriller",Chakri Toleti,Prabhu Deva,Tamannaah Bhatia,Bhoomika Chawla
Khamoshi: The Musical,"Drama, Musical, Romance",Sanjay Leela Bhansali,Manisha Koirala,Nana Patekar,Salman Khan
Khamoshiyan,"Drama, Horror, Romance",Karan Darra,Gurmeet Choudhary,Ali Fazal,Sapna Pabbi
Khan Bahadur,,Sohrab Modi,Sharifa,,
Khan kluay,"Animation, Adventure, Family",Kompin Kemgumnird,Tod Polson,Akshay Kumar,Anyarit Pitakkul
Khandaan,"Drama, Family",Shaukat Hussain Rizvi,Noor Jehan,Pran,Ghulam Mohammed
Khandaan,"Drama, Family",M.L. Anand,Anwar,Manmohan Krishna,Maruti
Khandaan,"Drama, Romance",Anil Ganguly,Jeetendra,Sulakshana Pandit,Bindiya Goswami
Khandaani Shafakhana,"Comedy, Drama",Shilpi Dasgupta,Sonakshi Sinha,Badshah,Varun Sharma
Khandan,"Drama, Musical",A. Bhimsingh,Sunil Dutt,Nutan,Pran
Khandani,,Gunjal,,,
Khandhar,Drama,Mrinal Sen,Shabana Azmi,Annu Kapoor,Pankaj Kapur
Khanjar,Thriller,Atma Ram,Navin Nischol,Reena Roy,Amjad Khan
Khanjar,Action,Deepak Bahry,Chander Sharma,Sunil Shetty,Tabu
Khanna & Iyer,Comedy,Hemant Hegde,Sarvar Ahuja,Aditi Sharma,Arun Bakshi
Khap,"Drama, Thriller",Ajai Sinha,Rahul Jaiswal,Raj Arjun,Mohnish Bahl
Khara Khota,Drama,B.R. Ishara,Shoma Anand,Bharat Bhushan,Satyendra Kapoor
Khardoo 2,Family,Dinesh Chaudhary,Uttar Kumar,Aanchal Mehra,Dev Sharma
Khargosh,Drama,Paresh Kamdar,,,
Kharidaar,Drama,Papu Bahruz,Kishore Anand Bhanushali,Mushtaq Khan,Anil Nagrath
Kharidaar,Drama,,,,
Kharidar,Drama,Kartik Mehta,Asrani,Ravi Behl,Birbal
Khataara,Drama,Uttar Kumar,Shruti Gautam,Uttar Kumar,
KHATA-Kaash Humse Na Hoti,Crime,Ajay Shukla,,,
Khatarnaak,"Action, Crime, Drama",Bharat Rangachary,Sanjay Dutt,Anita Raj,Farha Naaz
Khatra,"Horror, Thriller",H.N. Singh,Manik Irani,Goga Kapoor,Huma Khan
Khatron Ke Khiladi,"Action, Drama",Rama Rao Tatineni,Dharmendra,Sanjay Dutt,Chunky Panday
Khatron Ke Khiladi,Action,Imran Khalid,Ishrat Ali,Raj Babbar,Sudesh Berry
Khatta Meetha,"Comedy, Drama",Basu Chatterjee,Ashok Kumar,Rakesh Roshan,Bindiya Goswami
Khatta Meetha,"Comedy, Crime, Drama",Priyadarshan,Akshay Kumar,Trisha Krishnan,Kulbhushan Kharbanda
Khauff,"Action, Crime, Drama",Sanjay Gupta,Sanjay Dutt,Manisha Koirala,Sharad S. Kapoor
Khaufnaak Shikanja,Horror,Suresh Jain,Amit Choyal,Reena Kapoor,Amit Pachori
Khaufnak Samundaar,History,,,,
Khawaja Ki Diwani,,Akbar Balam,Sona Mastan Mirza,Tariq,Raza Murad
Khayal Gatha,"Drama, Music",Kumar Shahani,Mangal Dhillon,Rajat Kapoor,Mita Vashisht
Khazaane Ki Khoj,Thriller,,,,
Khazana,"Action, Adventure",M. Sadiq,Madhubala,Nasir Khan,Gope
Khazana,"Action, Crime, Drama",Harmesh Malhotra,Randhir Kapoor,Rekha,Bindu
Khazanchi,Romance,Prem Narayan Arora,Shyama,Balraj Sahni,Chitra
Khazanchi,Mystery,Moti B. Gidwani,M. Ismail,Ramola,Manorama
Khazanchi Ki Beti,"Action, Comedy",Nari Ghadiali,Sharda,Yusuf Effendi,Majeed
Khazane Ke Lootere,Action,Bhanuchander,Silk Smitha,Sudarshan,
Khejdi,Drama,Rohit Dwivedi,Priyanka Agarwal,Sahil Bhati,Bertwin Ravi Dsouza
Khel,"Comedy, Drama, Romance",Rakesh Roshan,Aparajita,Prem Chopra,Madhuri Dixit
Khel,Drama,S.M. Nawab,Dev Anand,Anwar,Hafiz Jehan
Khel,"Action, Crime, Drama",Yusuf Khan,Sunny Deol,Sunil Shetty,Ajay Jadeja
Khel Badnaami Ke,Thriller,Kapil Dev,Kapil Karzan,Portha,Vincent
Khel Jawani Ka,Thriller,,,,
Khel Jeewan Ki,Drama,Asha Khan,Mala Aravindan,Kalaichelvi,T.G. Ravi
Khel Khallas,,Aman Khan,Mohit Arora,Sneha Bhawsar,Sikander Kuresi
Khel Khel Mein,"Comedy, Mystery, Romance",Ravi Tandon,Rishi Kapoor,Neetu Singh,Rakesh Roshan
Khel Khel Mein,Sport,Nitya Mehra,Tanya Hope,Aadar Jain,
Khel Khilari Ka,"Action, Thriller",Arjun Hingorani,Dharmendra,Shabana Azmi,Dhruv
Khel Kismat Ka,Drama,S.K. Luthra,Bindu,Bindiya Goswami,Helen
Khel Kood Aur Bhoot,"Adventure, Comedy, Drama",Adnan Malik,,,
Khel Mohabbat Ka,Romance,Satish Duggal,Farooq Shaikh,Poonam Dhillon,Shakti Kapoor
Khel Muqaddar Ka,"Action, Family",Veerendra,Bharat Bhushan,Asha Parekh,Dara Singh
Khel Toh Ab Shuru Hoga,"Action, Thriller",Kunal v Singh,Ruslaan Mumtaz,Devshi Khanduri,Rohit Pathak
Khela,"Comedy, Drama",Rituparno Ghosh,Haradhan Bannerjee,Manish Bhattacharya,Satbol Bhattacharya
Khelein Hum Jee Jaan Sey,"Action, Drama, History",Ashutosh Gowariker,Abhishek Bachchan,Deepika Padukone,Sikandar Kher
Khichdi: The Movie,"Comedy, Family",Aatish Kapadia,Anang Desai,Supriya Pathak,Rajeev Mehta
Khidki,Comedy,P.L. Santoshi,Rehana,V.H. Desai,Leela Mishra
Khilaaf,"Action, Comedy, Crime",Rajeev Nagpal,Mahesh Anand,Dina Pathak,Om Shivpuri
Khiladi,,A.H. Essa,Eddie Billimoria,,
Khiladi,,R.C. Talwar,Suraiya,Ashok Kumar,Sunder
Khiladi,,B.J. Patel,Shakeela Bano Bhopali,Bela Bose,Rajan Haksar
Khiladi,"Action, Mystery, Romance",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Ayesha Jhulka
Khiladi 1080,Action,Kabir Sadanand,,,
Khiladi 420,"Action, Romance, Thriller",Neeraj Vora,Akshay Kumar,Mahima Chaudhry,Antara Mali
Khiladi 786,"Action, Comedy",Ashish R. Mohan,Akshay Kumar,Asin Thottumkal,Himesh Reshammiya
Khiladi No 1,Action,Kodanda Rami Reddy A.,Chiranjeevi,Amrish Puri,Radha
Khiladiyon Ka Khiladi,"Action, Crime, Drama",Umesh Mehra,Akshay Kumar,Rekha,Raveena Tandon
Khilari,"Action, Sci-Fi",Homi Wadia,Fearless Nadia,Dilip Raj,Uma
Khilona,"Drama, Romance",Deepak Pawar,Aditya Pancholi,Shakti Kapoor,Mohan Joshi
Khilona,"Drama, Musical, Romance",Chander Vohra,Sanjeev Kumar,Mumtaz,Durga Khote
Khilona,,Sarvottam Badami,Snehprabha,Paidi Jairaj,Prabha
Khilona Bana Khalnayak,"Comedy, Horror",Mahesh Kothare,Kishori Ambiye,Laxmikant Berde,Ravindra Berde
Khilte Suman,,Sukhdev Ahluwalia,,,
Khilthi Umar,Thriller,Manoj Babu,Nivatheya,Vijay Raghavan,
Khizan,Documentary,Muzaffar Ali,,,
Kho Gaye Hum Pyar Mein,Romance,Avtar Gill,Shahbaaz Khan,Raju Shrestha,
Khofnak Mahal,Horror,Sushil Vyas,Brijesh,Javed Khan,Pramod Moutho
Khoj,Mystery,Balwant Bhatt,Shammi,Mahipal,Satish
Khoj,Action,Jugal Kishore,Deepak Kumar,Farida Jalal,Shatrughan Sinha
Khoj,"Mystery, Thriller",Keshu Ramsay,Rishi Kapoor,Naseeruddin Shah,Kimi Katkar
Khoj,"Crime, Mystery, Thriller",Arka Ganguly,Vikram Chatterjee,Shataf Figar,Poonam Gurung
Khokababu,"Comedy, Romance",Shankaraiya,Ferdous Ahmed,Biswajit Chakraborty,Biplab Chatterjee
Khol De Meri Zuban,"Comedy, Drama",Dada Kondke,Dinesh Hingoo,Viju Khote,Dada Kondke
Khoob Milai Jodi,,Manish Garg,Aneesh Kumar,Jagat Singh,Vijeta Unadkat
Khoobsurat,"Action, Comedy, Romance",Sanjay Chhel,Sanjay Dutt,Urmila Matondkar,Om Puri
Khoobsurat,"Comedy, Romance",Shashanka Ghosh,Sonam Kapoor,Fawad Khan,Ratna Pathak Shah
Khoobsurat Dhokha,,Randhir,Jayant,B.M. Vyas,Rajeshwar Singh
Khoobsurat Kali,Thriller,,,,
Khoobsurat Khiladi,Thriller,Kulbir Badesron,Abhay Bhargava,Robin Ghai,Ankush Mohite
Khoon Aur Paani,"Action, Drama",Chand,Feroz Khan,Jeetendra,Rekha
Khoon aur Sazaa,Action,Hari Prasad Reddy,Seema Deo,Dilip Dhawan,Kalpana Iyer
Khoon Bahaa Ganga Mein,Action,Pravin Bhatt,Avtar Gill,Annu Kapoor,Bharat Kapoor
Khoon Bhari Maang,"Drama, Thriller, Action",Rakesh Roshan,Rekha,Kabir Bedi,Sonu Walia
Khoon Ka Badla Khoon,"Action, Thriller",Kalpataru,Vinod Khanna,Mahendra Sandhu,Asha Sachdev
Khoon Ka Badla Phansi,Action,Anuradha,Poornima Jayaram,Madhavi,
Khoon Ka Karz,"Action, Crime, Drama",Mukul Anand,Vinod Khanna,Dimple Kapadia,Rajinikanth
Khoon Ka Khoon,Action,Kamran,Kamran,Shyam Kumar,Kamal Mehra
Khoon Ka Rishta,Action,Samir Ganguly,Jeetendra,Neetu Singh,Amjad Khan
Khoon Ka Sindoor,"Action, Drama",Amrish Sehgal,Upasna Singh,Kunickaa Sadanand,Kiran Kumar
Khoon Kharaba,Action,Deepak Bahry,Vinod Mehra,Bindiya Goswami,Master Bhagwan
Khoon Khoon,"Crime, Mystery, Thriller",Mohammed Hussain,Mahendra Sandhu,Danny Denzongpa,Jagdeep
Khoon Ki Holi,Action,Chandramohan,Ram Krishna Rao,Sridhar,Varalaxmi
Khoon Ki Keemat,"Action, Thriller",Shibu Mitra,Mahendra Sandhu,Neelam Mehra,Roopesh Kumar
Khoon Ki Pukaar,"Action, Drama, Musical",Ramesh Ahuja,Vinod Khanna,Shabana Azmi,Aruna Irani
Khoon Ki Pyasi,Horror,K.C. Handra,Rita Bhaduri,Ramesh Goyal,Javed Khan
Khoon Ki Pyasi Daayan,Horror,Jayendra Mehta,Rajeev Raj,Kirti Sharma,Sanjeev Soni
Khoon Ki Takkar,Action,Harish Chawla,Vinod Mehra,Neeta Mehta,Mahendra Sandhu
Khoon Pasina,"Action, Drama",Rakesh Kumar,Amitabh Bachchan,Vinod Khanna,Rekha
Khooni,Mystery,K.L. Kahan,Raj Rani,Navinchandra,Nawaz
Khooni,Horror,Kanti Shah,Amit Pachori,Vinod Tripathi,Sapna Sappu
Khooni Aankhen: The Bloody Eyes,Horror,Baby,Charu Haasan,Satish,Seema
Khooni Bistar,Horror,Tilak Raj,Kishore Anand Bhanushali,Birbal,Jay Kalgutkar
Khooni Darinda,Horror,Dhirubhai Daxini,Master Bhagwan,Abhi Bhattacharya,Mohan Choti
Khooni Hawas,Horror,,,,
Khooni Ilaaka: The Prohibited Area,Horror,Jitendra Chawda,Kishore Anand Bhanushali,Arif Khan,Anil Nagrath
Khooni Insaan,Thriller,Priyadarshan,Mohanlal,Renjini,Nedumudi Venu
Khooni Jaljala,Horror,Hriday Shankar,Manoj Bakshi,Sonam Arora,Kartik
Khooni Jawaani,Thriller,Anuradha,Vinod Chakraborthy,Jayamalini,Madhavi
Khooni Jung,Action,K.V. Raju,Chi Gurudutt,Jaggesh,Namratha
Khooni Kaala Jadu,Horror,R. Mittal,Birbal,Jr. Shah Rukh Khan,Mehnaj
Khooni Kangan,Horror,Dilip Gulati,Asrani,Dinesh Hingoo,Shiva Rindani
Khooni Kaun,,Kanan Devi,Jahar Ganguli,Abdul Rehman Kabuli,Bhumen Roy
Khooni Kaun,Thriller,Jyothi Lakshmi,Prabhakar Reddy,,
Khooni Khazana,Thriller,Hasmukh Rajput,,,
